id,x1,x2,x3,x4,etiqueta
train_0849,-2.32585097,0.57533471,1.07013147,-1.01920005,0
train_0850,0.19672796,0.79206933,-1.05626875,2.03511388,0
train_0851,-1.05072263,-0.13301003,1.90854140,1.98331152,0
train_0852,-1.45107745,0.42317286,1.98858470,0.82160115,0
train_0853,1.00204775,0.49113382,0.09804284,-1.39180701,0
train_0854,2.42848277,0.34202675,0.20290352,-1.74357951,0
train_0855,-1.40310355,-2.34951530,0.21427066,0.57324367,1
train_0856,0.21300668,0.49873156,1.97539863,1.41018728,0
train_0857,1.60675234,-1.36387286,-1.44681700,0.40628571,1
train_0858,-0.27274886,1.32386963,0.08888895,2.26839452,0
train_0859,2.34510583,-0.17326622,2.38397302,2.03750779,0
train_0860,-2.09560769,0.79043377,1.38319772,0.37671039,0
train_0861,-1.17208859,-0.25774055,-1.75496716,2.25754787,0
train_0862,-1.28665678,1.95852242,1.75679358,1.63756385,0
train_0863,-0.24198348,1.16676523,2.34685171,-0.94908400,0
train_0864,-2.03190818,0.20396019,1.98762904,2.37162249,0
train_0865,2.30549823,-1.79712758,-0.99094128,1.84543480,1
train_0866,-0.27219353,1.67439209,0.51528452,-1.41389805,0
train_0867,0.32365873,-0.18423646,2.20036252,-0.20382947,0
train_0868,-1.34407000,-0.54883981,-1.94457380,1.82602151,0
train_0869,0.19474045,-0.51387280,-0.60830026,-1.11708839,0
train_0870,-0.72645980,-1.54723900,-1.36248047,1.08700335,0
train_0871,-2.08842511,-0.65230323,1.06006857,0.02819709,0
train_0872,-1.28474867,-0.60475688,1.33462762,-0.90382716,0
train_0873,-1.17710857,-0.06065744,-0.78599282,-1.12374645,0
train_0874,1.96444075,1.11770444,0.81611772,-0.27913370,1
train_0875,-1.17030911,2.43323855,-1.44794898,1.72857710,1
train_0876,1.89763282,2.34759136,-0.37485369,-1.78758730,1
train_0877,-0.84147599,-0.37770960,0.93468205,-2.02804732,0
train_0878,-1.16011318,1.08327619,1.87934087,-2.39686631,0
train_0879,-1.50814973,-2.21558832,0.50290510,-0.93633514,1
train_0880,-2.27311687,-0.31304314,2.36703701,-0.63717742,0
train_0881,-0.76541585,0.58043897,2.03013715,0.06875773,0
train_0882,-0.73153697,0.45062814,-0.43484860,2.11737320,0
train_0883,1.40455552,-1.35840927,-0.24205204,-2.18427889,0
train_0884,-0.25917283,-1.36439557,0.70640996,-0.73469486,0
train_0885,2.25299878,-0.46991126,-0.62538244,-1.92442923,0
train_0886,-0.97860410,-1.74182907,1.91387894,1.23727340,0
train_0887,-1.28064570,-0.57695840,-0.24830678,1.13927054,0
train_0888,1.35029160,-1.21301168,-2.46759962,-0.63475204,1
train_0889,2.26327289,0.42982009,-0.20247013,1.61138686,1
train_0890,-1.47794389,-0.04299202,-0.49965759,0.87887788,0
train_0891,-2.11310896,1.79568621,0.05517766,-1.96159291,1
train_0892,1.04123508,0.50503667,-1.85847861,-0.83853539,1
train_0893,0.20535908,1.06550443,0.36308159,-0.44614344,0
train_0894,0.92390503,-1.61816907,1.44834214,-0.37921633,0
train_0895,-0.15029524,1.90213351,-0.48378874,0.45221880,1
train_0896,1.01897693,0.30979930,1.78502446,1.69020949,0
train_0897,-1.50854501,0.82569494,2.27217237,-2.44235283,0
train_0898,1.49378330,-0.96150166,0.64840584,2.49447560,1
train_0899,1.87928713,-0.31198949,0.10338707,-1.59122652,0
train_0900,0.54683825,-0.59818012,-0.67686770,0.27567728,0
train_0901,-2.42426996,2.40684614,-1.69997393,-0.70388951,1
train_0902,1.92241338,1.00481522,-1.77180243,-1.92220374,0
train_0903,-1.60421608,-0.61525057,1.21886120,1.90496266,0
train_0904,1.73765402,2.25069381,1.56556237,-2.03058655,0
train_0905,0.40196387,0.65885552,-0.49341606,-0.55957453,1
train_0906,-0.92971629,-1.19235918,1.62028701,-0.38537080,0
train_0907,0.45163309,0.35064465,-0.03020385,1.05814043,0
train_0908,1.61592504,-1.45848869,-0.32125826,1.86008542,1
train_0909,0.81454681,-0.06209557,1.21372132,-0.09049404,0
train_0910,0.56407292,0.96415777,-0.32624497,0.65388122,1
train_0911,-1.66792197,2.24838453,-1.69642395,1.96825590,1
train_0912,0.16163572,-1.09537263,-1.19497496,-1.90258271,0
train_0913,-1.21924201,-1.42564473,-1.70772359,0.96057558,0
train_0914,1.62518688,0.07825237,-2.04399215,0.45697527,1
train_0915,-1.25148172,-0.04279974,0.47499965,-1.55561831,0
train_0916,1.05138390,0.42256886,0.47755416,-1.44839284,0
train_0917,1.67503315,-2.48124113,-0.53663467,-1.48531875,1
train_0918,-0.53897943,-1.95105891,1.93303199,1.25583044,0
train_0919,1.11378069,0.19847715,-2.05695540,2.31367407,1
train_0920,-2.42614916,-2.43838888,1.72518698,-0.78965661,1
train_0921,1.69518166,-0.43628492,-1.80697313,-1.83596305,0
train_0922,0.06166523,-0.48881284,1.98554546,0.35188765,0
train_0923,-1.51209485,-0.45612166,2.43964599,0.14220387,0
train_0924,-1.32071316,-1.32221332,-0.17992424,1.32533869,0
train_0925,2.28019820,-1.92065000,-1.35151492,0.62608842,1
train_0926,-1.12910116,0.66776325,1.30403220,1.06027970,0
train_0927,-0.55029101,-2.11209466,2.48616823,0.25094972,0
train_0928,-1.28785764,-0.61874877,-0.17617437,-0.33451288,0
train_0929,2.48484499,-0.02782143,-1.46667498,-1.23200041,0
train_0930,1.71071488,0.43185303,0.23961626,-1.91021913,0
train_0931,-0.76901271,-1.23680480,0.20468847,1.43659199,0
train_0932,1.51711218,0.25603758,1.37361150,-0.83858722,0
train_0933,-1.11790498,0.72379511,1.50159336,-1.65003433,0
train_0934,-0.90456919,-1.71825920,0.68082565,0.56108794,0
train_0935,0.47451731,2.26594675,-0.62256778,-1.67401335,1
train_0936,1.81687848,-0.58747763,-1.30089910,-2.10544462,0
train_0937,1.33815839,-0.34319485,1.31008614,-0.12547341,0
train_0938,2.23937483,-2.23460617,-0.55379994,1.75444003,1
train_0939,-1.50460455,2.15499926,0.95441901,2.26083335,0
train_0940,-1.73847477,0.36161426,-2.28317180,1.26169125,0
train_0941,-0.48642510,-2.14632011,-1.61026462,0.64178958,1
train_0942,-0.62436016,-2.42858959,0.44148523,1.30459114,1
train_0943,-0.50142421,0.24076476,-0.63929111,2.14048871,0
train_0944,-0.72662284,1.48010118,0.49627567,-1.25197948,0
train_0945,-0.62730693,-1.95027371,2.38564798,0.50700070,0
train_0946,-1.82974720,0.60826966,1.38979385,0.78159891,0
train_0947,0.46760710,-0.49488716,1.49125010,-0.97847912,0
train_0948,0.07510129,1.05391847,0.36407866,-2.48575137,0
train_0949,-2.22811980,1.57400079,0.41215217,2.29482781,0
train_0950,-1.37721858,-2.00801102,-1.09747680,-1.09141286,1
train_0951,1.71017633,-0.66259974,1.28437931,-0.29548988,0
train_0952,-0.32805977,-0.17796978,1.93036065,0.99053591,0
train_0953,-1.89417717,0.53995562,2.47684822,-0.64312253,0
train_0954,-0.34012266,-1.35753346,0.89808686,-2.44138027,0
train_0955,-1.40232567,-0.92309339,1.55701863,-1.26518772,0
train_0956,0.25520922,-1.89028066,1.57716615,2.44832293,0
train_0957,1.06824389,-0.94925084,2.36906638,0.03933833,0
train_0958,-2.31880825,-0.41177786,-1.60379694,2.01255966,0
train_0959,-0.75771362,0.10778463,2.47259218,-0.62632341,0
train_0960,-0.92892819,-1.31638873,-1.48165665,1.48804143,0
train_0961,-0.11178245,-1.10001449,-1.66407392,1.86066804,0
train_0962,-0.57587173,0.81513325,2.33720024,-0.34269658,0
train_0963,-0.56609079,0.53126603,-0.86729581,1.72911129,0
train_0964,0.53549370,-1.27783195,-2.49968309,-0.08255794,1
train_0965,0.39351772,-0.57335266,-0.24001906,-0.64016572,1
train_0966,1.58152133,1.28320395,-1.62428340,-1.84915474,0
train_0967,0.77354126,0.02815355,-0.51504454,2.22077484,0
train_0968,2.01147873,1.15101644,0.09431044,-1.04414380,0
train_0969,2.11598619,1.53820709,0.98672997,-1.26775014,0
train_0970,-0.54878386,-0.10553641,-1.24840279,0.26239613,0
train_0971,0.38997001,-1.29106068,-0.49344061,2.34289078,0
train_0972,0.99691964,-1.49551159,1.90522454,-0.32831165,0
train_0973,0.18088914,-1.52419974,0.10027428,-2.49061917,0
train_0974,2.21027446,-1.08092918,0.25244126,-2.38853978,0
train_0975,1.26672836,0.45547773,1.56691049,1.31516129,0
train_0976,1.00469274,1.97764304,0.15187662,-1.86452732,1
train_0977,0.83566639,1.03132410,2.28424205,-2.00453653,0
train_0978,-0.06325355,0.93132552,-0.63170863,0.55635850,0
train_0979,-1.66106352,1.60931843,1.61325835,1.24710307,0
train_0980,-0.58173144,2.40442655,1.49764523,1.21619963,1
train_0981,0.31956389,1.56251513,-1.33448959,2.24532506,0
train_0982,-0.45877541,-0.14704730,-0.45699009,-0.90047778,0
train_0983,-1.44391910,0.58614275,-1.24951966,2.03310704,0
train_0984,1.64224828,0.53770441,-0.20737344,-1.34011520,0
train_0985,2.21524098,-1.66916567,0.35116584,0.74280600,1
train_0986,-0.95866819,1.73255910,-2.26148354,-0.31952917,1
train_0987,-2.29560935,-0.90203527,2.26336733,-0.57386768,0
train_0988,-0.89745987,-1.29085310,-0.28186214,0.82186597,0
train_0989,-2.14121170,-2.08107654,-0.69733788,-2.36366536,1
train_0990,-1.52190215,0.52131097,1.27704438,1.34088665,0
train_0991,-1.95741275,-2.19411279,-1.87804580,-1.39587579,1
train_0992,1.36739808,0.69827409,2.07113931,-1.50857801,0
train_0993,-1.73288553,1.07471206,0.26806354,-0.82024106,0
train_0994,-0.55211987,-0.31936131,-1.96646207,1.44061236,0
train_0995,-2.42483691,0.74435575,2.12751699,0.83714047,0
train_0996,-0.43043466,-1.24748515,-0.94775360,-1.94737635,0
train_0997,1.64195261,-1.22110751,2.30106368,1.62206863,0
train_0998,-1.93384417,-0.54440408,2.24002129,1.08509235,0
train_0999,1.11876022,1.17264887,1.01849562,-1.13105358,0
train_1000,-0.78850586,-1.39683225,-2.31394731,2.02073576,0
